,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,Year
32,31,Trey Johnson,"Feb 3, '09, CLE vs. TOR",24,3,23,169,20,52,1,3,18,19,5,20,15,2,1,11,26,59,.385,.333,.947,7.3,2.6,0.9,0.7,2009
33,32,DeAndre Jordan,"Nov 1, '08, LAC @ UTA",20,16,1033,26965,3735,5538,2,13,1727,3642,3082,10418,981,554,1532,1391,2577,9199,.674,.154,.474,26.1,8.9,10.1,0.9,2009
34,33,Kosta Koufos,"Nov 1, '08, UTA vs. LAC",19,11,686,11271,1750,3277,0,4,413,710,1198,3452,359,291,506,479,1398,3913,.534,.000,.582,16.4,5.7,5.0,0.5,2009
35,34,Rob Kurz,"Nov 9, '08, GSW @ SAC",23,1,40,442,51,131,15,38,40,50,33,81,20,14,19,16,78,157,.389,.395,.800,11.1,3.9,2.0,0.5,2009
36,35,Courtney Lee,"Nov 3, '08, ORL vs. CHI",23,12,811,21938,2961,6567,876,2259,967,1134,364,2127,1353,809,213,762,1339,7765,.451,.388,.853,27.1,9.6,2.6,1.7,2009
37,36,Brook Lopez,"Oct 29, '08, NJN @ WAS",20,16,981,29654,6087,12267,845,2453,2915,3663,1984,6103,1392,563,1827,1620,2605,15934,.496,.344,.796,30.2,16.2,6.2,1.4,2009
38,37,Robin Lopez,"Oct 29, '08, PHO @ SAS",20,16,985,20897,3479,6474,57,188,1301,1751,2144,4657,817,218,1043,1062,1854,8316,.537,.303,.743,21.2,8.4,4.7,0.8,2009
39,38,Kevin Love,"Oct 29, '08, MIN vs. SAC",20,16,901,26843,4959,11301,1613,4365,3545,4277,2162,9251,2107,554,359,1635,1772,15076,.439,.370,.829,29.8,16.7,10.3,2.3,2009
40,39,Cartier Martin,"Jan 30, '09, CHA @ DEN",24,7,243,3351,430,1098,218,586,151,207,88,463,121,97,27,128,317,1229,.392,.372,.729,13.8,5.1,1.9,0.5,2009
41,40,O.J. Mayo,"Oct 29, '08, MEM @ HOU",21,8,547,16919,2808,6547,854,2287,1104,1346,285,1706,1607,559,141,1130,1239,7574,.429,.373,.820,30.9,13.8,3.1,2.9,2009
42,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2009
43,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2009
44,41,Luc Mbah a Moute,"Oct 28, '08, MIL @ CHI",22,12,689,16038,1685,3708,207,619,803,1218,962,2800,588,612,263,646,1242,4380,.454,.334,.659,23.3,6.4,4.1,0.9,2009
45,42,JaVale McGee,"Oct 29, '08, WAS vs. NJN",21,16,891,14573,2932,5061,14,72,972,1612,1609,4531,381,338,1255,890,1913,6850,.579,.194,.603,16.4,7.7,5.1,0.4,2009
46,43,Anthony Morrow,"Nov 9, '08, GSW @ SAC",23,9,564,12280,1956,4380,807,1937,608,691,309,1215,494,317,75,380,897,5327,.447,.417,.880,21.8,9.4,2.2,0.9,2009
47,44,DeMarcus Nelson,"Oct 29, '08, GSW vs. NOH",23,1,13,171,24,54,0,3,5,14,6,24,13,9,2,15,24,53,.444,.000,.357,13.2,4.1,1.8,1.0,2009
48,45,Greg Oden,"Oct 28, '08, POR @ LAL",21,3,105,2028,317,552,0,0,206,313,256,656,51,40,130,138,374,840,.574,,.658,19.3,8.0,6.2,0.5,2009
49,46,Anthony Randolph,"Nov 3, '08, GSW @ MEM",19,6,252,3841,677,1494,20,83,415,561,335,1078,187,150,224,298,456,1789,.453,.241,.740,15.2,7.1,4.3,0.7,2009
50,47,Derrick Rose,"Oct 28, '08, CHI vs. MIL",20,15,716,21959,4901,10761,586,1858,2136,2569,553,2309,3749,535,242,1737,884,12524,.455,.315,.831,30.7,17.5,3.2,5.2,2009
51,48,Brandon Rush,"Oct 29, '08, IND @ DET",23,9,481,10564,1220,2861,522,1300,288,408,187,1413,468,222,262,400,620,3250,.426,.402,.706,22.0,6.8,2.9,1.0,2009
52,49,Walter Sharpe,"Nov 3, '08, DET @ CHA",22,1,8,20,4,11,0,2,0,2,0,3,0,0,2,0,3,8,.364,.000,.000,2.5,1.0,0.4,0.0,2009
53,50,Sean Singletary,"Nov 4, '08, PHO @ NJN",23,1,37,303,31,85,10,25,18,21,10,35,29,11,0,23,45,90,.365,.400,.857,8.2,2.4,0.9,0.8,2009
54,51,Marreese Speights,"Oct 31, '08, PHI vs. NYK",21,10,705,10640,2181,4750,232,651,998,1252,947,2875,461,189,356,614,1564,5592,.459,.356,.797,15.1,7.9,4.1,0.7,2009
55,52,Mike Taylor,"Oct 29, '08, LAC vs. LAL",23,1,51,771,110,267,13,40,56,81,22,87,106,36,0,73,84,289,.412,.325,.691,15.1,5.7,1.7,2.1,2009
56,53,Jason Thompson,"Oct 29, '08, SAC @ MIN",22,8,588,14819,2112,4255,6,42,980,1492,1264,3880,635,283,414,747,1751,5210,.496,.143,.657,25.2,8.9,6.6,1.1,2009
57,54,Anthony Tolliver,"Nov 7, '08, SAS vs. MIA",23,13,730,14197,1466,3538,865,2320,654,848,545,2416,650,272,215,462,1171,4451,.414,.373,.771,19.4,6.1,3.3,0.9,2009
58,55,Roko Ukić,"Oct 29, '08, TOR @ PHI",24,2,85,987,137,354,14,74,53,71,27,78,165,31,2,66,83,341,.387,.189,.746,11.6,4.0,0.9,1.9,2009
59,56,Henry Walker,"Nov 7, '08, BOS vs. MIL",21,5,181,3016,386,865,190,515,117,154,55,401,153,93,27,142,375,1079,.446,.369,.760,16.7,6.0,2.2,0.8,2009
60,57,Kyle Weaver,"Oct 29, '08, OKC vs. MIL",22,3,73,1379,134,304,42,119,53,72,34,158,119,55,33,80,97,363,.441,.353,.736,18.9,5.0,2.2,1.6,2009
61,58,Sonny Weems,"Jan 17, '09, DEN vs. ORL",22,4,183,3335,514,1106,34,120,127,181,88,402,257,84,28,198,268,1189,.465,.283,.702,18.2,6.5,2.2,1.4,2009
62,59,Russell Westbrook,"Oct 29, '08, OKC vs. MIL",20,16,1127,38337,8904,20319,1252,4108,5767,7428,1832,8176,9314,1811,361,4520,2914,24827,.438,.305,.776,34.0,22.0,7.3,8.3,2009
63,60,D.J. White,"Apr 5, '09, OKC vs. IND",22,6,138,2111,348,687,1,3,113,157,117,437,80,39,57,65,199,810,.507,.333,.720,15.3,5.9,3.2,0.6,2009
64,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2009
65,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2009
66,61,Jawad Williams,"Dec 12, '08, CLE vs. PHI",25,3,90,1153,127,344,45,144,41,57,24,133,56,22,8,35,109,340,.369,.313,.719,12.8,3.8,1.5,0.6,2009
67,62,Sun Yue,"Dec 7, '08, LAL vs. MIL",23,1,10,28,3,11,0,6,0,0,0,0,2,1,1,3,10,6,.273,.000,,2.8,0.6,0.0,0.2,2009
0,1,David Andersen,"Oct 27, '09, HOU @ POR",29,2,103,1264,203,461,35,101,60,89,74,292,57,20,21,59,159,501,.440,.347,.674,12.3,4.9,2.8,0.6,2010
1,2,Antonio Anderson,"Mar 3, '10, OKC @ DEN",24,1,1,15,1,3,0,0,0,0,1,1,0,0,0,1,1,2,.333,,,15.0,2.0,1.0,0.0,2010
2,3,Jeff Ayres,"Dec 22, '09, POR @ DAL",22,6,237,2322,287,519,2,5,114,147,196,632,99,37,66,132,360,690,.553,.400,.776,9.8,2.9,2.7,0.4,2010
3,4,Rodrigue Beaubois,"Oct 30, '09, DAL @ LAL",21,4,182,2896,502,1143,129,397,153,189,47,338,374,124,52,204,312,1286,.439,.325,.810,15.9,7.1,1.9,2.1,2010
4,5,DeJuan Blair,"Oct 28, '09, SAS vs. NOH",20,7,424,7054,1242,2371,0,9,381,627,810,2153,349,316,127,471,1003,2865,.524,.000,.608,16.6,6.8,5.1,0.8,2010
5,6,Jon Brockman,"Oct 28, '09, SAC @ OKC",22,3,150,1570,118,242,0,1,84,136,212,472,49,33,9,57,267,320,.488,.000,.618,10.5,2.1,3.1,0.3,2010
6,7,Derrick Brown,"Oct 28, '09, CHA @ BOS",22,3,171,2554,354,687,13,41,174,273,167,413,119,89,32,109,208,895,.515,.317,.637,14.9,5.2,2.4,0.7,2010
7,8,Chase Budinger,"Oct 27, '09, HOU @ POR",21,7,407,7998,1188,2766,413,1172,409,513,238,1240,473,213,65,310,485,3198,.430,.352,.797,19.7,7.9,3.0,1.2,2010
8,9,DeMarre Carroll,"Oct 28, '09, MEM vs. DET",23,11,578,13675,1806,4204,658,1839,880,1188,655,2454,726,524,151,498,1127,5150,.430,.358,.741,23.7,8.9,4.2,1.3,2010
9,10,Omri Casspi,"Oct 28, '09, SAC @ OKC",21,10,588,11959,1718,3781,493,1339,713,1052,473,2355,662,362,134,595,917,4642,.454,.368,.678,20.3,7.9,4.0,1.1,2010
10,11,Earl Clark,"Oct 28, '09, PHO @ LAC",22,6,261,3630,453,1125,82,250,150,226,195,778,134,83,136,175,323,1138,.403,.328,.664,13.9,4.4,3.0,0.5,2010
11,12,Darren Collison,"Oct 28, '09, NOH @ SAS",22,11,711,20833,3272,6944,635,1613,1682,1973,332,1889,3545,820,106,1383,1212,8861,.471,.394,.853,29.3,12.5,2.7,5.0,2010
12,13,Dante Cunningham,"Nov 8, '09, POR vs. MIN",22,10,715,14875,1772,3777,216,626,373,575,804,2676,506,459,336,352,1227,4133,.469,.345,.649,20.8,5.8,3.7,0.7,2010
13,14,JamesOn Curry,"Jan 25, '10, LAC @ BOS",24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,2010
14,15,Stephen Curry,"Oct 28, '09, GSW vs. HOU",21,15,914,31377,7715,16265,3541,8297,3626,3988,608,4318,5888,1446,220,2875,2158,22597,.474,.427,.909,34.3,24.7,4.7,6.4,2010
15,16,Austin Daye,"Oct 30, '09, DET vs. OKC",21,6,293,4132,567,1410,188,535,200,257,143,764,212,116,117,204,480,1522,.402,.351,.778,14.1,5.2,2.6,0.7,2010
16,17,DeMar DeRozan,"Oct 28, '09, TOR vs. CLE",20,15,1065,36713,8053,17220,488,1657,5851,6965,763,4699,4287,1054,341,2186,2422,22445,.468,.295,.840,34.5,21.1,4.4,4.0,2010
17,18,Toney Douglas,"Oct 28, '09, NYK @ MIA",23,8,394,7511,1093,2705,444,1256,379,460,213,875,889,349,30,410,775,3009,.404,.354,.824,19.1,7.6,2.2,2.3,2010
18,19,Wayne Ellington,"Oct 28, '09, MIN vs. NJN",22,13,770,16100,2233,5441,1214,3175,510,605,238,1643,852,412,66,508,884,6190,.410,.382,.843,20.9,8.0,2.1,1.1,2010
19,20,Tyreke Evans,"Oct 28, '09, SAC @ OKC",20,10,594,18242,3510,7978,500,1548,1827,2415,500,2720,2852,734,222,1489,1308,9347,.440,.323,.757,30.7,15.7,4.6,4.8,2010
20,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2010
21,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2010
22,21,Jonny Flynn,"Oct 28, '09, MIN vs. NJN",20,3,163,3738,551,1379,118,349,284,351,44,307,634,122,7,382,179,1504,.400,.338,.809,22.9,9.2,1.9,3.9,2010
23,22,Sundiata Gaines,"Jan 6, '10, UTA vs. MEM",23,3,113,1311,182,458,44,146,100,178,46,175,207,83,3,93,100,508,.397,.301,.562,11.6,4.5,1.5,1.8,2010
24,23,Alonzo Gee,"Mar 11, '10, WAS vs. ATL",22,8,417,9071,1001,2309,186,572,566,751,389,1360,441,379,101,447,792,2754,.434,.325,.754,21.8,6.6,3.3,1.1,2010
25,24,Taj Gibson,"Oct 29, '09, CHI vs. SAS",24,15,955,22553,3423,6610,52,199,1372,1925,2076,5588,919,519,945,1017,2360,8270,.518,.261,.713,23.6,8.7,5.9,1.0,2010
26,25,Trey Gilder,"Oct 28, '09, MEM vs. DET",25,1,2,5,1,1,0,0,0,0,0,1,0,1,0,0,0,2,1.000,,,2.5,1.0,0.5,0.0,2010
27,26,Danny Green,"Nov 12, '09, CLE @ MIA",22,15,832,20899,2546,6047,1577,3946,535,665,501,2827,1277,853,634,825,1454,7204,.421,.400,.805,25.1,8.7,3.4,1.5,2010
28,27,Taylor Griffin,"Nov 4, '09, PHO @ ORL",23,1,8,32,4,10,0,2,2,4,0,2,1,0,2,1,4,10,.400,.000,.500,4.0,1.3,0.3,0.1,2010
29,28,Tyler Hansbrough,"Nov 6, '09, IND vs. WAS",24,7,428,7233,947,2156,3,22,984,1333,745,1808,181,207,91,319,869,2881,.439,.136,.738,16.9,6.7,4.2,0.4,2010
30,29,James Harden,"Oct 28, '09, OKC vs. SAC",20,15,1028,35706,7438,16806,2832,7774,7481,8699,791,5782,7242,1558,570,3807,2626,25189,.443,.364,.860,34.7,24.5,5.6,7.0,2010
31,30,Gerald Henderson,"Oct 28, '09, CHA @ BOS",22,8,535,13854,2249,5111,249,762,1240,1564,314,1716,1009,358,183,639,930,5987,.440,.327,.793,25.9,11.2,3.2,1.9,2010
32,31,Jordan Hill,"Oct 28, '09, NYK @ MIA",22,8,409,7692,1357,2733,3,22,515,737,879,2389,322,150,272,426,875,3232,.497,.136,.699,18.8,7.9,5.8,0.8,2010
33,32,Jrue Holiday,"Oct 30, '09, PHI vs. MIL",19,15,936,31036,5996,12990,1385,3767,1887,2410,887,3898,6012,1373,479,2532,2038,15264,.462,.368,.783,33.2,16.3,4.2,6.4,2010
34,33,Lester Hudson,"Oct 28, '09, BOS vs. CHA",25,4,57,594,95,253,28,101,50,62,16,77,71,32,8,56,52,268,.375,.277,.806,10.4,4.7,1.4,1.2,2010
35,34,Chris Hunter,"Nov 20, '09, GSW vs. POR",25,1,60,783,109,217,0,4,52,69,56,167,37,13,35,30,132,270,.502,.000,.754,13.1,4.5,2.8,0.6,2010
36,35,Serge Ibaka,"Oct 30, '09, OKC @ DET",20,14,919,25126,4575,8916,614,1709,1264,1669,1894,6513,749,373,1759,1187,2480,11028,.513,.359,.757,27.3,12.0,7.1,0.8,2010
37,36,Cedric Jackson,"Jan 23, '10, CLE vs. OKC",23,1,12,74,6,20,1,6,7,12,2,8,14,3,2,11,7,20,.300,.167,.583,6.2,1.7,0.7,1.2,2010
38,37,Othyus Jeffers,"Mar 6, '10, UTA vs. LAC",24,3,37,442,46,100,1,6,46,69,34,95,22,21,0,21,45,139,.460,.167,.667,11.9,3.8,2.6,0.6,2010
39,38,Brandon Jennings,"Oct 30, '09, MIL @ PHI",20,9,555,16844,2750,7099,914,2648,1387,1743,329,1659,3151,679,98,1203,996,7801,.387,.345,.796,30.3,14.1,3.0,5.7,2010
40,39,Jonas Jerebko,"Oct 31, '09, DET @ MIL",22,9,635,11323,1465,3203,400,1101,589,765,763,2522,525,321,153,438,1225,3919,.457,.363,.770,17.8,6.2,4.0,0.8,2010
41,40,James Johnson,"Oct 30, '09, CHI @ BOS",22,15,768,15493,2305,4862,381,1266,825,1217,605,2709,1602,577,652,1040,1737,5816,.474,.301,.678,20.2,7.6,3.5,2.1,2010
42,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2010
43,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2010
44,41,Oliver Lafayette,"Apr 14, '10, BOS vs. MIL",25,1,1,22,3,6,1,2,0,0,1,4,2,0,0,1,0,7,.500,.500,,22.0,7.0,4.0,2.0,2010
45,42,Marcus Landry,"Oct 28, '09, NYK @ MIA",24,1,18,111,16,43,9,28,3,5,5,19,0,1,2,6,14,44,.372,.321,.600,6.2,2.4,1.1,0.0,2010
46,43,Ty Lawson,"Oct 28, '09, DEN vs. UTA",22,8,551,16088,2496,5424,473,1319,1512,1964,351,1506,3316,636,52,1159,898,6977,.460,.359,.770,29.2,12.7,2.7,6.0,2010
47,44,Wesley Matthews,"Oct 28, '09, UTA @ DEN",23,15,968,28371,3798,9065,1827,4875,1717,2085,493,2729,1832,918,196,1069,1981,11140,.419,.375,.824,29.3,11.5,2.8,1.9,2010
48,45,Eric Maynor,"Oct 28, '09, UTA @ DEN",22,5,267,3896,440,1122,111,317,150,208,67,348,760,111,20,281,296,1141,.392,.350,.721,14.6,4.3,1.3,2.8,2010
49,46,Jodie Meeks,"Nov 3, '09, MIL @ CHI",22,10,539,12110,1665,3969,775,2078,883,1004,148,1120,583,413,36,410,632,4988,.420,.373,.879,22.5,9.3,2.1,1.1,2010
50,47,Patty Mills,"Jan 4, '10, POR @ LAC",21,15,867,17647,2778,6529,1501,3860,724,848,256,1441,1955,549,77,831,1116,7781,.425,.389,.854,20.4,9.0,1.7,2.3,2010
51,48,Byron Mullens,"Dec 28, '09, OKC @ NJN",20,5,189,3446,557,1366,111,348,173,245,200,790,153,74,98,187,335,1398,.408,.319,.706,18.2,7.4,4.2,0.8,2010
52,49,A.J. Price,"Oct 30, '09, IND vs. MIA",23,6,261,3929,549,1444,218,690,207,279,68,377,567,125,9,229,237,1523,.380,.316,.742,15.1,5.8,1.4,2.2,2010
53,50,DaJuan Summers,"Nov 4, '09, DET @ TOR",22,4,83,820,103,268,29,79,43,67,24,82,29,18,8,37,104,278,.384,.367,.642,9.9,3.3,1.0,0.3,2010
54,51,Jermaine Taylor,"Nov 2, '09, HOU @ UTA",23,2,65,786,139,315,19,67,54,74,47,108,48,24,8,65,54,351,.441,.284,.730,12.1,5.4,1.7,0.7,2010
55,52,Jeff Teague,"Oct 28, '09, ATL vs. IND",21,12,826,22164,3548,7984,708,1968,2257,2673,274,1989,4585,936,277,1803,1542,10061,.444,.360,.844,26.8,12.2,2.4,5.6,2010
56,53,Garrett Temple,"Feb 9, '10, HOU @ MIA",23,14,722,14964,1592,3957,703,2038,565,763,291,1639,1204,582,236,644,1313,4452,.402,.345,.740,20.7,6.2,2.3,1.7,2010
57,54,Hasheem Thabeet,"Oct 28, '09, MEM vs. DET",22,5,224,2357,182,321,0,0,119,206,203,595,27,59,184,123,453,483,.567,,.578,10.5,2.2,2.7,0.1,2010
58,55,Marcus Thornton,"Nov 6, '09, NOH vs. TOR",22,8,483,11299,2124,5003,735,2051,767,924,407,1348,677,405,61,491,739,5750,.425,.358,.830,23.4,11.9,2.8,1.4,2010
59,56,Reggie Williams,"Mar 2, '10, GSW @ MIA",23,7,206,3736,599,1313,199,545,201,268,105,493,301,88,13,142,241,1598,.456,.365,.750,18.1,7.8,2.4,1.5,2010
60,57,Terrence Williams,"Oct 28, '09, NJN @ MIN",22,4,153,2922,437,1061,58,183,153,232,67,545,364,83,19,222,199,1085,.412,.317,.659,19.1,7.1,3.6,2.4,2010
61,58,Sam Young,"Oct 28, '09, MEM vs. DET",24,4,249,3966,560,1266,49,175,267,360,163,573,180,134,57,204,311,1436,.442,.280,.742,15.9,5.8,2.3,0.7,2010
0,1,Jeff Adrien,"Oct 27, '10, GSW vs. HOU",24,5,153,2148,264,557,0,2,181,288,221,659,100,50,79,91,259,709,.474,.000,.628,14.0,4.6,4.3,0.7,2011
1,2,Solomon Alabi,"Nov 13, '10, TOR @ MIA",22,2,26,181,16,51,0,0,7,10,22,61,5,4,11,8,16,39,.314,,.700,7.0,1.5,2.3,0.2,2011
2,3,Cole Aldrich,"Oct 31, '10, OKC vs. UTA",22,8,339,3389,435,825,0,0,180,244,334,1131,183,137,233,199,509,1050,.527,,.738,10.0,3.1,3.3,0.5,2011
3,4,Al-Farouq Aminu,"Oct 27, '10, LAC vs. POR",20,11,711,17698,1948,4641,543,1634,911,1221,982,4280,879,678,397,863,1302,5350,.420,.332,.746,24.9,7.5,6.0,1.2,2011
4,5,James Anderson,"Oct 27, '10, SAS vs. IND",21,5,247,4320,525,1276,196,611,176,233,108,560,291,121,55,216,292,1422,.411,.321,.755,17.5,5.8,2.3,1.2,2011
5,6,Ömer Aşık,"Oct 27, '10, CHI @ OKC",24,8,471,9216,947,1795,0,1,585,1062,1036,3362,280,167,339,542,928,2479,.528,.000,.551,19.6,5.3,7.1,0.6,2011
6,7,Luke Babbitt,"Nov 1, '10, POR @ CHI",21,8,381,5332,650,1593,394,979,124,166,111,846,224,89,58,165,520,1818,.408,.402,.747,14.0,4.8,2.2,0.6,2011
7,8,Eric Bledsoe,"Oct 27, '10, LAC vs. POR",21,12,756,21021,3689,8169,854,2545,2116,2698,570,2937,3545,1028,344,1888,1493,10348,.452,.336,.784,27.8,13.7,3.9,4.7,2011
8,9,Trevor Booker,"Oct 28, '10, WAS @ ORL",23,8,532,10872,1548,3003,75,246,508,799,1029,2932,566,355,277,540,1063,3679,.515,.305,.636,20.4,6.9,5.5,1.1,2011
9,10,Craig Brackins,"Nov 24, '10, PHI @ TOR",23,2,17,121,13,49,3,14,1,2,7,19,9,1,1,4,9,30,.265,.214,.500,7.1,1.8,1.1,0.5,2011
10,11,Avery Bradley,"Nov 22, '10, BOS @ ATL",20,12,660,18151,2914,6715,859,2353,592,756,397,1863,1105,655,128,868,1427,7279,.434,.365,.783,27.5,11.0,2.8,1.7,2011
11,12,Derrick Caracter,"Oct 26, '10, LAL vs. HOU",22,1,41,215,32,66,0,0,17,23,19,43,7,4,10,19,47,81,.485,,.739,5.2,2.0,1.0,0.2,2011
12,13,Sherron Collins,"Nov 3, '10, CHA @ NJN",23,1,20,66,7,25,2,10,1,1,0,5,8,2,0,4,2,17,.280,.200,1.000,3.3,0.9,0.3,0.4,2011
13,14,Marcus Cousin,"Mar 9, '11, UTA @ TOR",24,1,4,18,2,3,0,0,0,0,0,3,0,0,1,1,1,4,.667,,,4.5,1.0,0.8,0.0,2011
14,15,DeMarcus Cousins,"Oct 27, '10, SAC @ MIN",20,11,654,19509,4562,9924,426,1288,3252,4411,1692,6664,1979,874,742,2149,2421,12802,.460,.331,.737,29.8,19.6,10.2,3.0,2011
15,16,Jordan Crawford,"Oct 27, '10, ATL @ MEM",22,6,281,6843,1286,3130,330,1041,530,642,153,703,883,196,23,529,437,3432,.411,.317,.826,24.4,12.2,2.5,3.1,2011
16,17,Ed Davis,"Dec 1, '10, TOR vs. WAS",21,12,722,13756,1773,3128,0,4,745,1277,1590,4616,539,349,566,532,1749,4291,.567,.000,.583,19.1,5.9,6.4,0.7,2011
17,18,Zabian Dowdell,"Jan 11, '11, PHO @ DEN",26,1,24,292,51,125,3,10,16,17,5,20,51,20,2,29,30,121,.408,.300,.941,12.2,5.0,0.8,2.1,2011
18,19,Devin Ebanks,"Oct 31, '10, LAL vs. GSW",21,3,63,711,82,213,8,36,52,72,51,122,24,18,12,35,56,224,.385,.222,.722,11.3,3.6,1.9,0.4,2011
19,20,Semih Erden,"Nov 2, '10, BOS @ DET",24,2,69,928,101,185,0,0,60,101,57,190,29,25,29,50,164,262,.546,,.594,13.4,3.8,2.8,0.4,2011
20,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2011
21,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2011
22,21,Jeremy Evans,"Oct 27, '10, UTA @ DEN",23,7,250,2626,364,640,6,26,145,211,239,641,107,90,121,85,291,879,.569,.231,.687,10.5,3.5,2.6,0.4,2011
23,22,Patrick Ewing,"Mar 30, '11, NOH vs. POR",26,1,7,19,0,5,0,2,3,4,1,2,2,0,1,1,1,3,.000,.000,.750,2.7,0.4,0.3,0.3,2011
24,23,Christian Eyenga,"Jan 2, '11, CLE vs. DAL",21,2,51,1049,136,331,26,94,22,36,31,137,40,37,33,50,85,320,.411,.277,.611,20.6,6.3,2.7,0.8,2011
25,24,Derrick Favors,"Oct 27, '10, NJN vs. DET",19,12,790,19202,3420,6407,38,192,1476,2225,1933,5608,851,577,939,995,1976,8354,.534,.198,.663,24.3,10.6,7.1,1.1,2011
26,25,Landry Fields,"Oct 27, '10, NYK @ TOR",22,5,255,6010,684,1446,120,361,243,365,248,1092,419,212,45,270,310,1731,.473,.332,.666,23.6,6.8,4.3,1.6,2011
27,26,Gary Forbes,"Oct 27, '10, DEN vs. UTA",25,2,111,1504,236,544,48,141,125,178,55,218,103,47,10,100,133,645,.434,.340,.702,13.5,5.8,2.0,0.9,2011
28,27,Paul George,"Oct 27, '10, IND @ SAS",20,14,824,27753,5821,13293,2113,5527,3325,3902,711,5248,3051,1400,354,2233,2208,17080,.438,.382,.852,33.7,20.7,6.4,3.7,2011
29,28,Blake Griffin,"Oct 27, '10, LAC vs. POR",21,13,765,24384,5419,10988,538,1639,3137,4508,1487,6109,3055,627,359,1732,2058,14513,.493,.328,.696,31.9,19.0,8.0,4.0,2011
30,29,Luke Harangody,"Nov 2, '10, BOS @ DET",23,2,70,871,102,271,21,87,28,38,60,196,36,21,20,20,97,253,.376,.241,.737,12.4,3.6,2.8,0.5,2011
31,30,Manny Harris,"Oct 29, '10, CLE @ TOR",21,4,93,1594,199,524,53,150,124,168,57,253,129,48,14,101,104,575,.380,.353,.738,17.1,6.2,2.7,1.4,2011
32,31,Gordon Hayward,"Oct 27, '10, UTA @ DEN",20,14,809,25207,4377,9619,1096,2973,2699,3278,616,3634,2898,796,320,1582,1399,12549,.455,.369,.823,31.2,15.5,4.5,3.6,2011
33,32,Lazar Hayward,"Oct 29, '10, MIN vs. MIL",24,3,72,591,70,202,21,78,46,60,25,90,35,17,8,28,65,207,.347,.269,.767,8.2,2.9,1.3,0.5,2011
34,33,Xavier Henry,"Oct 27, '10, MEM vs. ATL",19,5,185,2905,368,907,41,126,273,430,81,351,120,100,23,139,264,1050,.406,.325,.635,15.7,5.7,1.9,0.6,2011
35,34,Damion James,"Oct 27, '10, NJN vs. DET",23,4,39,623,61,147,0,6,28,42,25,131,26,23,20,38,56,150,.415,.000,.667,16.0,3.8,3.4,0.7,2011
36,35,Eugene Jeter,"Oct 27, '10, SAC @ MIN",27,1,62,858,106,259,6,30,37,41,9,70,162,29,2,51,54,255,.409,.200,.902,13.8,4.1,1.1,2.6,2011
37,36,Armon Johnson,"Oct 26, '10, POR vs. PHO",21,2,47,401,66,144,6,15,19,28,12,49,56,10,1,44,40,157,.458,.400,.679,8.5,3.3,1.0,1.2,2011
38,37,Chris Johnson,"Feb 1, '11, POR vs. SAS",25,3,71,597,77,137,0,0,51,73,47,132,13,16,46,38,103,205,.562,,.699,8.4,2.9,1.9,0.2,2011
39,38,Wesley Johnson,"Oct 27, '10, MIN vs. SAC",23,9,609,13472,1629,4028,614,1823,363,490,337,1924,645,468,402,525,1168,4235,.404,.337,.741,22.1,7.0,3.2,1.1,2011
